ad_id,ad_name,ad_description,number_of_bathrooms,number_of_bedrooms,number_of_beds,listing_type,average_price,number_rented,revenue,latitude,longitude
23707413,3 DORMITÓRIOS REGIÃO CENTRAL MEIA PRAIA ITAPEMA,"REGIÃO CENTRAL DE MEIA PRAIA.  30 METROS DA AVENIDA NEREU RAMOS.  60 METROS DO MC DONALD'S.  PRÓXIMO AO SHOPPING RUSSI & RUSSI.  PRÓXIMO A PANIFICADORA ITAPANNI 24 HORAS.  SUA FÉRIAS MERECEM O MELHOR.  3 DORMITÓRIOS SENDO 1 SUÍTE, TODOS COM AR. SUÍTE COM SACADA. SALA DE ESTAR E JANTAR. COZINHA, ÁREA DE SERVIÇO. SACADA COM CHURRASQUEIRA. SACADAS COM TELA DE PROTEÇÃO. GARAGEM PRIVATIVA. IMPERIO DO SOL ITAPEMA.",2.00,3.00,3.00,Espaço inteiro: apartamento,586.11,36,21100.00,-27.13,-48.60
687742022165487214,Apartamento Meia praia itapema Sc Brasil,"Apartamento em meia praia itapema Sc  * mobiliado: sofá cama, mesa de janta com 4c, geladeira, armários na cozinha,fogão 4b, 2camas de casal, 2 guardas roupas, 3 ar-condicionado,  sendo todo climatizado,Churasqueira própria.(carvão) Cozinhar americana+  Sala integrada com varanda gourmet.  área de 70m2 privada  *2 - vagas de garagem. *2-quartos, sendo 1suite *2 - banheiros. obs: Obrigatório trazer roupas de cama e banho é higiene pessoal. $ taxa de limpeza. Mas informações (+55 98 983099055)",2.00,2.00,3.00,Espaço inteiro: apartamento,538.46,39,21000.00,-27.14,-48.60
767460583685499400,Apartamento 100 metros do mar,"Divirta-se com toda a família neste lugar cheio de estilo.  Apartamento de luxo em Meia Praia - Itapema SC, sendo 180m² de área útil. • 4 suítes sendo 1 master com hidromassagem • Sala • Cozinha completa • Lavabo • Espaço gourmet com churrasqueira  Comodidades: Máquina de lavar roupa Maquina de lavar louça Ar condicionado em todos os ambientes Wi-Fi 2 vagas de garagem",5.00,4.00,4.00,Espaço inteiro: apartamento,1400.00,15,21000.00,-27.14,-48.59
768658069269537266,Apartamento frente mar,"Sua família vai estar perto de tudo ao ficar neste lugar bem-localizado. Sendo próximo a supermercados, farmácias e padaria.",4.00,3.00,3.00,Espaço inteiro: apartamento,1312.50,16,21000.00,-27.13,-48.60
34870196,Hospedagem Iraci e Albari,"Local bem familiar. Tem 02 supermercado a duas quadras, farmácia, posto de gasolina, parque aquático a duas quadras. Barzinhos próximos. bem localizado sem ter problemas de congestionamento/filas para chegar/sair. 900 metros da praia do Perequê. Gosto de fazer amizades conversar.",1.00,2.00,3.00,Espaço inteiro: casa,348.33,60,20900.00,-27.16,-48.58
54121561,"Apartamento super arejado, muito bem localizado","Reconecte-se a quem você mais ama neste lugar ideal para famílias. perto da praia, bem localizado.",2.00,3.00,3.00,Espaço inteiro: apartamento,454.35,46,20900.00,-27.14,-48.60
51277440,Casa aconchegante com piscina,Relaxe com toda a família nesta acomodação tranquila próxima ao mar!,3.00,2.00,3.00,Espaço inteiro: casa,695.33,30,20860.00,-27.15,-48.59
39668895,"SL 402 Apartamento de Férias, ambiente familiar.","Exlusivo e ideal para família. Ap com 2 dormitórios (1 suite), com camas de casal e mais 1 colchão de casal, 1 vaga de garagem privativa, sacada com churrasqueira, Wi-Fi, lavanderia com máquina de lavar, utensílios domésticos. 4° Andar.",2.00,1.00,1.00,Espaço inteiro: apartamento,533.33,39,20800.00,-27.13,-48.61
39455639,Apto amplo em Meia Praia,"Apto localizado na parte central da meia praia.A 250 metros  da Praia . Ótima localização. Sacada ampla com churrasqueira, sacada com 40 m2 , rede , mesa na sacada com 4 cadeira , bancada ,3 quartos sendo 1 quarto com suiete , 1 banheiro social com chuveiro, sala comjugada  com a cozinha ,area de serviço .",2.00,3.00,4.00,Quarto inteiro em apartamento,715.52,29,20750.00,-27.13,-48.60
31430342,APARTAMENTO NOVO EM MEIA PRAIA Rua 240,"Apartamento novo inaugurado em 2018, próximo ao supermercado, fica à 700m da praia, localização ótima em relação ao centro de meia praia, espaço grande na sacada com churrasqueira, cozinha disponível, acomodação para número grande de pessoas, com Wi-Fi disponível, TV smart, ar condicionado em todos os cômodos, chuveiros à gás.",2.00,2.00,5.00,Espaço inteiro: apartamento,560.81,37,20750.00,-27.13,-48.61
729790631478660390,Casa agradável em uma rua tranquila,"Relaxe com toda a família nesta acomodação tranquila. E localizada numa rua sem saída ,segura,e sem movimento e barulho.",1.00,2.00,5.00,Espaço inteiro: casa,235.34,88,20710.00,-27.15,-48.59
565007049956535379,Apartamento pertinho da praia com vista mar,"Sua família perto de tudo neste lugar bem-localizado. Equipado com tudo que você precisa (camas casal, ar condic, tv, lava roupas, churrasqueira...), a poucos metros da praia, próximo a supermercado, farmácia, lojas e restaurantes.  Prédio com elevador, garagem fechada e lava pés.  A praia é ideal para tomar banho, temos cadeiras e guarda-sol.  Para as crianças,  segurança total com a rede de proteção na sacada e quartos.  Apartamento ideal para descansar, passear e aproveitar a bela Meia Praia.",2.00,3.00,3.00,Espaço inteiro: apartamento,1031.00,20,20620.00,-27.14,-48.60
762192750283483456,Verão 2.022/23 Itapema Meia Praia Apto 202 B,"Apto de 2 dormitórios que acomodade 4 a 6 pessoas, sendo se for para 6 pessoas tem que colocarum colchão de casal no chão, sendo um dorm. de casal com ar condicionado  de frente para rua com sacada. 1 dorm. de solteiro com 2 camas separadas  e vent. Sala de estar/jantar com ar cond., copa cozinha no mesmo ambiente,  Uma vaga de garagem privativa para 1 carro. diaria R$ 790,00 . Mais taxa única de faxina de R$220,00. Obs. Tens que trazer roupas de cama e banho. Obs. Período mínimo de 7 dias",1.00,1.00,3.00,Quarto compartilhado em apartamento,790.00,26,20540.00,-27.12,-48.61
41556526,Apto em itapema novo com excelente localização,"Olá seja bem vindo !                                          Apartamento em itapema Sc ,no parque das oliveiras .Tudo aqui foi feito com muito carinho e deixado para vocês . Nos quartos temos ar condicionado roupeiro camas box  com lençóis travesseiros cobertor cozinha completa  com todos os eletrodomésticos . Sacada com: churrasqueira, mesa gourmet e banquetas com vista para o mar.sala com Tv  e Wi-Fi. Kit chimarrão .conta com uma vaga de garagem.",2.00,,2.00,Espaço inteiro: apartamento,427.60,48,20525.00,-27.11,-48.62
719569644077465274,Apartamento aconchegante e elegante,Um lugar aconchegante e tranquilo pra passar em férias,2.00,2.00,5.00,Espaço inteiro: apartamento,567.22,36,20420.00,-27.12,-48.61
764595430991746598,Apartamento em Meia Praia,"Sua família vai estar perto de tudo ao ficar neste lugar bem-localizado (Rua 220), está apenas a 150M de distância da praia. Mercado, farmácia, padaria e bares próximos.   O apartamento conta com 3 quartos, sendo todos com cama de casal e um contém cama de solteiro também, um colchão de solteiro extra, churrasqueira, cozinha equipada, ar condicionado em 1 quarto e na sala, ventiladores nos outros 2 quartos, 1 vaga de garagem coberta, elevador, área de serviço com pia grande e ferro de passar.",1.00,3.00,4.00,Espaço inteiro: apartamento,462.95,44,20370.00,-27.12,-48.61
37989675,Apartamento 02 dormitórios em Meia Praia - Itapema,"Apartamento localizado na Rua 283, apartamento simples, bem localizado, a poucos metros da praia, no 4° andar,  de frente para salão de festas (que pode ser utilizado mediante reserva e taxinha mínima de limpeza adicional), o apto não tem sacada, nem elevador no prédio, tem duas camas de casal e mais 3 colchões de solteiro, 01 vaga garagem para carros pequeno.",2.00,2.00,2.00,Espaço inteiro: apartamento,407.40,50,20370.00,-27.14,-48.59
54005716,"Casa da Vista. Mata Atlântica, vista para o mar.","Relaxe neste espaço calmo e cheio de estilo.   A Casa da Vista está no meio da mata Atlântica do litoral catarinense em uma chácara de 10mil m2. São duas casas independentes.  Estamos a aprox 2,8km da praia mais próxima, no bairro Areal e a 200m de altitude. Vemos a baía de Porto Belo a partir de todo o deck, sala e quarto. Estamos no meio da mata, mosquitos podem se fazer presentes. A propriedade possui declives acentuados.   @a.casadavista",1.00,1.00,2.00,Espaço inteiro: casa de campo,345.00,59,20355.00,-27.09,-48.65
573697959708252294,Suíte Casal em Apto na Meia Praia,"Alugo Suíte em apartamento muito bem localizado. Quarto climatizado e chuveiro com aquecimento a gás. Farmácias, supermercados, padarias e restaurantes em um raio de três quadras. Segunda quadra do mar.",1.00,1.00,1.00,Quarto inteiro em apartamento,130.00,156,20280.00,-27.14,-48.60
35826155,"Sua casa fora de casa em Itapema/SC, o ano todo!!","Ótimo apartamento no centro de Meia Praia, situado a Rua 284, amplo e bem arejado, com sacadas em volta do imóvel todo,  todo mobiliado e equipado com eletros, com 02 dorms, sendo uma suite, sala para 02 ambientes, wc social, cozinha, lavanderia, churrasqueira na sacada, garagem privativa para um carro e portão eletrônico. Imóvel bem localizado, próximo ao centro comercial, camelô, padaria, restaurantes e farmácia. Maiores informações com Rosane 47 -999366391.",2.00,2.00,3.00,Espaço inteiro: apartamento,374.63,54,20230.00,-27.14,-48.60
676838365540390245,Apartamento 2 quartos em Meia-Praia a 100 m do mar,"Apartamento bem localizado, junto à Av. Nereu Ramos e a 100 m do mar em Meia Praia (Itapema - SC). No primeiro andar. Com 2 quartos, sendo uma suíte com Ar Condicionado, dois banheiros, vaga de garagem fechada e acesso restrito ao prédio. Prédio com elevador. Tem todo o material de cozinha, máquina de lavar, Wi-Fi e conforto para 6 pessoas, mais sofá cama, se precisar... Tem cobertas e travesseiros. Roupas de cama e banho por conta do locador.",2.00,2.00,4.00,Espaço inteiro: apartamento,210.00,96,20160.00,-27.12,-48.61
695387875256366719,Apto lateral Mar - Meia Praia,"Pé na areia, super bem localizado, próximo ao shopping Russi e Russi. Observação, garagem para carro pequeno  São duas camas de casal e dois colchões de solteiro",2.00,2.00,2.00,Espaço inteiro: apartamento,650.00,31,20150.00,-27.13,-48.60
47052046,Cobertura beira-mar em Meia Praia - SC,nan,4.00,4.00,4.00,Espaço inteiro: apartamento,2000.00,10,20000.00,-27.12,-48.60
552951849918263899,Apartamento Completo com estacionamento incluso,Relaxe com toda a família nesta acomodação tranquila.,2.00,2.00,3.00,Espaço inteiro: apartamento,400.00,50,20000.00,-27.12,-48.61
54097010,Apartamento quadra mar 3 suítes e 3 vagas,03 Suítes com Ar Condicionado - 03 Camas de Casal  - 01 Colchão de Casal - 01 Colchão de Solteiro 01 Lavabo Sala de Estar com TV Sala de Jantar  Cozinha Completa Sacada com Churrasqueira  Área de Serviço Internet WiFi  03 Vagas de Garagem 47-999157099,3.00,3.00,3.00,Espaço inteiro: apartamento,2000.00,10,20000.00,-27.14,-48.59
46532180,Apto Itapema - Aluguel de verão,"Apto Itapema - Aluguel de verão. Apto completo e aconchegante, próximo à praia, mercados, farmácias e padaria; possui estacionamento fechado; 02 dormitórios com ar condicionado, sendo uma suíte; churrasqueira na sacada, internet, TV Sky.",2.00,2.00,2.00,Espaço inteiro: apartamento,539.19,37,19950.00,-27.12,-48.61
54368585,301- Apartamento no centro de Itapema *com garagem,"Apartamentos para locação de veraneio no centro de Itapema. Ótima localização, 150mts da praia, lugar super tranquilo. Totalmente mobiliados, equipados com internet, smart tv com parabólica, ar condicionado, muito aconchegante!",1.00,2.00,6.00,Espaço inteiro: apartamento,414.58,48,19900.00,-27.10,-48.62
45171402,Aluguel temporada Itapema - SC,"ótima localização, pelas proximidades encontra-se padaria, mercado, farmácia, Havan, e fica a 500m da praia.   A casa possuí: - Piscina; - 3 quartos sendo 1 suíte; - Ar condicionado em dois quartos e 1 com ventilador; - Maquina de lavar, fogão e todos os utensílios de cozinha;  - 3 banheiros; - Dois quartos possuem tv; - Sala de estar; - Área de lazer com churrasqueira elétrica e cozinha; - Vagas de garagem para até 5 carros; - Wifi; - Portão eletrônico e cerca elétrica.",3.00,3.00,3.00,Espaço inteiro: casa,1650.00,12,19800.00,-27.12,-48.62
53078904,"Apto belíssimo com 4 suítes, a 2 quadras da praia!",Sua família vai estar perto de tudo ao ficar neste lugar bem-localizado.,4.00,4.00,4.00,Espaço inteiro: apartamento,1800.00,11,19800.00,-27.14,-48.60
30271062,Linda cobertura bem próxima da Praia,"Cobertura próximo à praia, no centro de Meia Praia. Muito bem localizado, próximo à restaurantes, mercados, farmácias, shopping. Apartamento com dois quartos, sendo um dormitório com ar condicionado, garagem para um carro, duas sacadas (uma aberta e uma fechada com churrasqueira), lavanderia. Réveillon - para o período de réveillon solicitamos estadia mínima de 07 (sete) diárias",1.00,2.00,3.00,Espaço inteiro: apartamento,564.29,35,19750.00,-27.13,-48.60
31259423,Ótima Casa em Itapema SC,"Casa 2 quartos, com acomodações para 7 pessoas, espaço para 2 carros em pátio cercado. Quarto com Cama de casal box, cama beliche, ar condicionado e ventilador de teto, outro quarto com cama de casal, ventilador, mais 1 quarto junto ao salão de festas com ventilador e cama de casal. Cozinha com geladeira, freezer, mesa e cadeiras, fogão e balcão Sala com sofá e TV 40 2 Banheiros sendo 1 no salão de festas, pátio. Salão de festas com churrasqueira, fogão campeiro, tanque e máq lavar roupa.",2.00,2.00,3.00,Espaço inteiro: casa,345.61,57,19700.00,-27.12,-48.61
618150693526656201,Apartamento para até 6 pessoas com churrasqueira,"Apartamento com 2 quartos, sendo 1 suíte contendo 1 cama de casal. O outro quarto contém 1 cama de casal com 1 de solteiro e com cama auxiliar. Os dois quartos com armários espaços e ventilador de teto. Cozinha bem equipada, lavanderia com máquina de lavar roupa. Sacada espaço com churrasqueira. TV e WIFI incluídos. Prédio com elevador e portão eletrônico. 350 metros da praia.",2.00,2.00,4.00,Espaço inteiro: casa de veraneio,328.17,60,19690.00,-27.14,-48.60
47221647,Quarto com entrada Privativa 800m da Praia Pereque,"Quarto para casal, ou casal e acompanhante, entrada privativa, banheiro individual na área externa do quarto, vaga para estacionar no local.  Churrasqueira no local, pia com utensílios básicos.",1.00,1.00,3.00,Quarto inteiro em casa,74.56,264,19685.00,-27.16,-48.58
755114443252986431,Casa aconchegante com garagem,"Casa aconchegante há 150m da praia  Não aceitamos pets  A casa é mobiliada, com wi-fi , garagem para um carro  A casa possui 2 quartos, sendo uma suíte  Nos fundos possui outra casa, que é alugada anual para minha inquilina de 3 anos",2.00,2.00,2.00,Espaço inteiro: casa,500.00,39,19500.00,-27.12,-48.61
51007809,Apartamento super aconchegante no centro de Itapema,"que tal passar alguns dias na praia mais linda e limpa de SC, num apto no centro, próximo a supermercados, farmácias, lojas, praças, cafés com a comodidade de cidade grande com o sossego de um prédio totalmente familiar e tranquilo, distante apenas 200 metros da praia?",2.00,2.00,2.00,Espaço inteiro: condomínio,500.00,39,19500.00,-27.10,-48.62
689676675656498393,Casa de praia com estilo e conforto - Perequê,"Experiência inesquecível de se hospedar próximo ao mar, em casa aconchegante, pensado nos detalhes para garantir a estadia perfeita pra você e sua família/amigos.  Há um amplo ambiente em conceito aberto, integrando os ambientes, com gramado e área aberta.  Está localizado na praia de Perequê, em Porto Belo, a 5min de Meia Praia, perto do Caixa D'aço, Bombinhas, Balneário Camboriú e a 40 minutos de Florianópolis. Possui mercado, panificadora e restaurantes a poucos metros do local.",2.00,3.00,7.00,Espaço inteiro: casa,626.65,31,19426.00,-27.16,-48.57
32547411,Pequeno mas aconchegante,"Apartamento 100 metros da praia, próximo de mercado, padaria, lotérica, farmácia.",1.00,2.00,2.00,Espaço inteiro: apartamento,204.32,95,19410.00,-27.10,-48.62
30377528,Resid.Hannah  Porto Belo SC Internet-WIFI-Garagem,"Ótimo local, familiar, cond fechado de Sobrados (casa). Pv Térreo com sala, TV. de 32 p. SKY, cozinha, com fogão e forno elétr. geladeira, cafeteira elétr., liquidificador, louças e utensílios, armários, área de churrasqueira e de  maq. de lavar e tanque, bwc com box Blindex.  Segundo pav. 2 Dormit. ar condic.split novos, camas box (casal e Queen Size) para maior conforto, dois colchões de solteiro avulsos, bwc box blindex. Possui algumas roupas de cama e banho, e cobertas para sua comodidade.",2.00,2.00,6.00,Espaço inteiro: townhouse,380.20,51,19390.00,-27.16,-48.58
41859251,Ampla Casa para Famílias em Férias,"Espaço bem arejado e iluminado. Proporciona conforto, tranquilidade e privacidade. Cozinha completa com geladeira, fogão, microondas, louças e talheres. Todos os quartos com ar condicionado. TV a Cabo e Internet WiFi. Com área de festas com mesa grande e churrasqueira. Garagem coberta para dois carros.",2.00,3.00,13.00,Espaço inteiro: casa,834.78,23,19200.00,-27.12,-48.61
52358821,Sobrado novo 3 quartos a 120 metros da praia.,"Relaxe com toda a família neste tranquilo sobrado (110m) de alto padrão no canto da praia em Itapema, a 120m da praia. Com 3 quartos, sendo 1 suíte com ar condicionado e armário, mais dois quartos com  sendo 1 com cama de casal e o outro com duas camas de solteiro (podendo virar cama de casal).  A casa possui todos os utensílios domésticos novos, com churrasqueira, duas garagens, lavação com chuveiro e sistema de água aquecida, proporcionando um relaxante banho na forma que os hotéis oferecem.",2.00,3.00,4.00,Espaço inteiro: casa,736.00,26,19136.00,-27.09,-48.61
11239466,Cobertura próximo à praia,"Apartamento próximo à praia, no centro de Meia Praia. Muito bem localizado, próximo à restaurantes, mercados, farmácias, shopping. Apartamento com dois quartos, sendo um dormitório com ar condicionado, garagem para um carro, duas sacadas, churrasqueira, lavanderia. Réveillon - para o período de réveillon solicitamos estadia mínima de 07 (sete) diárias",1.00,2.00,2.00,Espaço inteiro: apartamento,543.71,35,19030.00,-27.13,-48.60
762147613029600537,Apartamento quadra mar em Meia Praia,"Sua acomodação na Quadra do mar! Contando com cerca de 135m2 esta acomodação é Ideal para famílias e amigos que buscam tranquilidade e queiram aproveitar o melhor da cidade. Assim, o apartamento está localizado há menos de 50 metros da praia e em uma localização privilegiada por sua proximidade com os melhores restaurantes e pontos turísticos de itapema.",2.00,3.00,6.00,Espaço inteiro: apartamento,760.24,25,19006.00,-27.12,-48.61
54184369,"Lindo apartamento,  8 min de caminhada até praia","Passe dias deliciosos pertinho do mar, neste apartamento estiloso, na praia de Perequê, uma das mais encantadoras da região, que está estrategicamente posicionada entre as famosas e belíssimas praias de Meia Praia e Porto Belo.  O apartamento e o edifício são novinhos. Os espaços são decorados e equipados com cuidado para você desfrutar de dias  muito agradáveis e aconchegantes, com ambientes integrados e uma sacada espaçosa, com churrasqueira e uma vista deliciosa!",2.00,2.00,3.00,Espaço inteiro: apartamento,500.00,38,19000.00,-27.15,-48.58
728531681504670920,Apartamento encantador com estacionamento exclusiv,Abrace a simplicidade neste lugar tranquilo e bem-localizado.,2.00,2.00,4.00,Espaço inteiro: apartamento,421.33,45,18960.00,-27.11,-48.62
715713871870273384,Apartamento amplo a 150 MT da praia,"Leve toda a família a este ótimo lugar com muito espaço para se divertir. Apartamento muito amplo  1 suite +2 quartos, 2 banheiro, sala copa, cozinha ampla, área externa ampla, lavanderia, possui 5 ar condicionado, sendo nos quartos, sala e cozinha, totalmente climatizado, a 150 MT da praia, próximo a restaurantes, mercados, farmácias igreja matriz católica",2.00,3.00,3.00,Espaço inteiro: apartamento,402.13,47,18900.00,-27.14,-48.60
54096898,Lindo Apartamento em Itapema SC,"Alugo Lindo Apartamento em Itapema, prédio e apartamento novo! Localizado no centro de itapema e próximo a praia este apartamento é lindo Decoração e mobília nova, possui 3 suítes e mais um lavabo - WIFI - 300m da praia. - 3 quartos, sendo todos suíte. - Sofá-cama na sala. - Área ampla da sacada com churrasqueira e todos os utensílios. - Lavação com tanque e máquina de lavar. - Garagem para dois carros, vagas separadas uma do lado da outra.",4.00,3.00,3.00,Espaço inteiro: apartamento,990.00,19,18810.00,-27.10,-48.62
41008210,Excelente apartamento próximo da praia,nan,2.00,3.00,,Espaço inteiro: apartamento,550.00,34,18700.00,-27.10,-48.62
45973790,"Apartamento Itapema, a 50 metros da praia",nan,2.00,2.00,3.00,Espaço inteiro: apartamento,478.46,39,18660.00,-27.14,-48.59
52585644,Apartamento com todo conforto próximo ao mar!,"Sua família vai estar perto de tudo ao ficar neste lugar bem-localizado. Apartamento completo , limpo e bem decorado. Localização excelente com toda mobilidade  necessária, próximo a mercados , padarias , bares , restaurantes e farmácias. Ótima sacada com churrasqueira grande , perfeito para festas e comemorações. Bairro central de meia praia, poucos metros da avenida principal  e praia.",2.00,3.00,3.00,Espaço inteiro: apartamento,423.68,44,18642.00,-27.14,-48.60
48027172,Apartamento em Meia Praia,"Apartamento aconchegante, 2 quartos, sendo 1 suite localizado 150 mts da praia, possui ar condicionado nos 2 quartos, sacada com churrasqueira, próximo a farmácia, mercado. Possui cadeiras de praia e guarda-sol.",2.00,2.00,3.00,Espaço inteiro: apartamento,600.00,31,18600.00,-27.12,-48.61
744990667871267205,Quarto confortável com ótima localização,Quarto localizado próximo ao shopping russi russi.,1.00,1.00,1.00,Quarto inteiro em casa,59.74,307,18340.00,-27.13,-48.60
48526011,Excelente Casa em Itapema SC,nan,2.00,3.00,3.00,Espaço inteiro: casa,609.97,30,18299.00,-27.12,-48.61
719608035919549657,Casa de hóspedes com piscina em Porto Belo,"Aproveite suas férias em Porto Belo! Acomodação muito bem localizada no bairro Perequê, a 800m da praia do Perequê, próximo a supermercados, restaurantes e comércios, além de ficar entre as conhecidas cidades vizinhas Bombinhas e Itapema (meia praia). Acomodação possui espaço privativo, sendo um quarto para casal e cama auxiliar, cozinha, banheiro, TV, e sofá/cama com cama auxiliar. No espaço externo conta com uma linda piscina para toda família aproveitar!",1.00,1.00,2.00,Espaço inteiro: casa de hóspedes,309.32,59,18250.00,-27.15,-48.58
32834463,Linda Cobertura,"Apartamento com:  - 03 Dormitórios (01 suíte)todos com AR - Banheiro social; - Sala de estar/jantar; - Sacada com churrasqueira; - Cozinha; - Área de serviço; - Máquina de lavar; - Microondas; - Forno; - Tv; - Wi-fi; - 03 Ar condicionados; - 02 Ventiladores; - 03 Camas de casal; - 01 Colchão casal; - 01 Colchão solteiro; - 01 Vaga de garagem.  * Em razão da Covid 19 não estamos disponibilizando roupas de cama, pedimos aos hóspedes que tragam.",2.00,3.00,3.00,Espaço inteiro: condomínio,200.00,91,18200.00,-27.14,-48.60
536767025073932298,Apto Novo! IMPECÁVEL! Fácil acesso a toda região.,"Pra quem aprecia conforto! Apto novo em Meia Praia. Decoração incrível, apto com ar condicionado nos dois quartos e na sala, todos os ambientes climatizados. Sacada com Churrasqueira. Localizado em ponto estratégico de fácil acesso a BR 101, tanto sentido Norte quanto Sul. Apenas 05 min do mar de Meia Praia, 10 min da Orla de Itapema, 15 min de Balneário Camboriú. Opção IMPERDÍVEL de Hospedagem da região mais desejada de Santa Catarina!",2.00,2.00,2.00,Espaço inteiro: condomínio,626.59,29,18171.00,-27.13,-48.61
529739095437719765,"Sítio com 4 dorm, Piscina Natural e churrasqueira","Descrição do Imóvel Casa mista em Alvenaria e Madeira com 4 dormitórios, amplo ambiente com cozinha , sala de jantar e sala de estar conjugados. Banheiro. 1 dormitório térreo e 3 dormitórios em andar superior. Possui uma sala no andar superior.  Acomodações 4 camas de casal e 1 cama de solteiro. Área de Churrasqueira Coberta com cadeiras, banquetas e mesa de apoio. Quintal, amplo terreno. Ventiladores nos quartos. Piscina de água corrente Natural - sem cloro, 42.000/litros vagas p/ 4 veículos.",1.00,4.00,4.00,Espaço inteiro: casa de veraneio,488.11,37,18060.00,-27.05,-48.64
52254891,"3 DORM. CENTRO MEIA PRAIA, 100M MCDONALDS ITAPEMA",RUA DO HOTEL MEIA PRAIA. PERTINHO DA AVENIDA. EXCELENTE LOCALIZAÇÃO. REGIÃO CENTRAL. PRÓXIMO AO MC DONALD'S.   RUA 270. 3 DORMITÓRIOS SENDO 1 SUÍTE. TODOS COM AR CONDICIONADO. SALA DE ESTAR E JANTAR. COZINHA. ÁREA DE SERVIÇO COM MAQUINA DE LAVAR. SACADA COM CHURRASQUEIRA. SACADA COM TELA DE PROTEÇÃO GARAGEM PRIVATIVA. INTERNET.,2.00,3.00,4.00,Espaço inteiro: apartamento,582.26,31,18050.00,-27.13,-48.60
558688446887987054,Aconchegante cobertura próximo da Praia,"Cobertura próxima à praia, no centro de Meia Praia Muito bem localizado, próximo à restaurantes, mercados, farmácias, shopping. O apartamento fica em cobertura no terceiro andar, portanto, sem elevador; com dois quartos, sendo um dormitório com ar condicionado; banheiro; sala; cozinha; duas sacadas (uma aberta e uma fechada com churrasqueira); garagem para um veículo; lavanderia.     Réveillon- para o período de réveillon solicitamos estadia mínima de 07 (sete) diárias",1.00,2.00,3.00,Espaço inteiro: apartamento,514.86,35,18020.00,-27.13,-48.60
749906305739556786,Chácara agradável com piscina,Leve toda a família a este ótimo lugar com muito espaço para se divertir. Chácara próximo a meia praia de itapema 3 suítes  Piscina e lareira,3.00,3.00,3.00,Espaço inteiro: casa,1000.00,18,18000.00,-27.12,-48.63
745783954679270918,"Casa com piscina, hidromassagem, e edícula em BC","Casa com piscina e edícula (área de festas) com excelente localização na Praia do Estaleirinho em Balneário Camboriú – SC. Somente 600m (metros) da praia, e apenas 8 minutos de distância da praia central de Balneário Camboriú. Contemplada com certificado Bandeira Azul. Bairro super familiar com diversos estabelecimentos próximos, sendo um Restaurante (Segredos do Sabor) em frente à casa, considerado Nº 2 de 1.130 restaurantes da cidade (por TripAdvisor). Qualquer dúvida, favor entrar em contato;",3.00,3.00,4.00,Espaço inteiro: casa,500.00,36,18000.00,-27.05,-48.60
24512533,Grande casa com Piscina em Balneário Camboriu,"Linda casa no Estaleirinho com PISCINA!!!  4 dormitórios sendo 1 suíte com sacada, sala de estar e jantar, cozinha e área de serviço.  Garagem para 4 carros. 2 Ar condicionados SPLIT, garagem para 4 carros, Área para churrasco e PISCINA privativa. Próximo ao Sky, Rest. Estaleirinho, Parador.",3.00,4.00,5.00,Espaço inteiro: casa,750.00,24,18000.00,-27.05,-48.59
53402694,"3 dorm , sacada, quadra Mar,ótimo custo-benefício","Relaxe com toda a família nesta acomodação tranquila. Localização excelente, praia central de Itapema.  Apartamento com 3 dormitórios, sendo uma suíte, 1 outro quarto de casal e um de solteiro com 2 camas.  Dois quartos têm vista para o mar e todos são bem arejados! o imóvel possui 2 sacadas de frente para a rua. A maioria dos móveis são novos assim como alguns utensílios e a TV smart.  Localização privilegiada c/ fácil acesso a restaurantes, mercados, cafés, lojas, farmácias e comércio em geral",2.00,3.00,4.00,Espaço inteiro: apartamento,514.29,35,18000.00,-27.10,-48.61
765058317290374900,Apartamento Frente mar Pereque,"Apartamento Frente Mar, Pereque - Porto Belo. Mar tranquilo Ótimo lugar pra vc e sua família passarem as férias",2.00,3.00,4.00,Espaço inteiro: apartamento,780.43,23,17950.00,-27.15,-48.57
53151612,Apartamento completo a 60 m do mar,"Apto com 02 quartos e 01 banheiro, sala, cozinha, área de serviço, sacada com churrasqueira a carvão e disponibilizamos 1 garagem. Os dois quartos com ar condicionado. Prédio com elevador, Próximo de tudo, mercados, padarias, farmácias , lojas....",1.00,2.00,2.00,Espaço inteiro: apartamento,471.84,38,17930.00,-27.12,-48.61
594194720244556765,Quarto privado   Em Apto finamente mobiliado.,"ATENÇÃO: Réveillon o mínimo são de 10 DIÁRIAS. Lindo quarto em apartamento finamente decorado. Quarto com total privacidade com banho exclusivo. Os hóspedes tem a opção de escolher com café da manhã; O valor do café da manhã e de R$ 20,00 por casal por dia. (Paga em mãos)  Cozinha completa, TV a cabo no quarto e na sala, com todos os canais incluso os premier e Netflix.Os hóspedes podem utilizar todos os cômodos do apto, menos a suíte do propietario",1.00,1.00,1.00,Quarto inteiro em condomínio,169.06,106,17920.00,-27.13,-48.61
